,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
sensor networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,38,76,79,139,254,193,279,368,317,280,205,228,188,197,186,176,137,124,175,220,3921
probability distribution,0,0,0,0,0,0,0,0,0,5,7,6,7,15,7,16,21,16,36,32,45,51,83,159,100,110,130,187,241,305,346,386,328,386,485,407,3917
data privacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,9,25,14,15,13,48,76,127,242,320,443,665,904,981,3908
user study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,17,22,40,46,85,145,208,281,342,412,612,765,907,3905
data sources,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,7,9,8,11,29,38,37,54,59,75,94,124,199,220,313,346,351,477,674,756,3902
reasoning capabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,5,0,17,22,36,59,264,916,2561,3897
however methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,9,8,22,30,46,104,164,289,333,402,647,885,946,3897
current methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,15,17,33,31,54,98,160,243,276,344,594,926,1077,3895
automatic speech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,21,5,34,37,85,162,255,383,488,587,586,623,610,3889
method called,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,9,17,21,25,28,35,78,89,104,175,234,361,393,486,660,719,430,3880
baseline methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,11,19,43,77,132,168,260,338,397,553,807,1051,3878
data mining,0,0,0,0,0,0,0,0,0,0,18,10,20,11,16,26,6,19,46,65,137,107,213,185,177,201,213,241,272,319,332,249,204,256,298,231,3872
open problem,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,13,15,15,22,49,61,84,96,108,134,147,179,178,219,243,323,318,388,413,443,407,3870
embedding space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,8,19,49,92,162,268,302,369,468,593,723,795,3865
results reveal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,3,7,9,25,36,48,44,80,112,125,154,233,258,294,458,713,1251,3865
link prediction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,38,30,47,77,108,103,223,356,425,465,460,475,559,456,3865
synthetic realworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,30,25,31,53,68,94,148,248,306,347,432,579,628,854,3860
weakly supervised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,49,72,186,224,344,396,478,550,577,475,475,3854
language modeling,0,0,0,0,3,4,5,0,5,0,0,14,0,4,0,0,0,0,0,0,0,4,0,17,20,36,78,114,173,275,296,343,391,527,763,782,3854
paper explores,0,0,0,0,0,0,3,0,0,0,4,5,4,0,5,0,0,6,12,11,18,16,34,43,45,51,67,84,117,129,157,230,209,514,1144,946,3854
paper provides,0,0,0,0,0,0,0,0,0,3,0,4,0,3,7,3,8,15,18,25,43,35,77,84,82,85,121,133,190,223,308,316,359,523,637,548,3850
adversarial network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,202,374,527,595,581,507,399,340,295,3850
retrievalaugmented generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,1121,2651,3849
analysis shows,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,8,10,11,20,46,42,59,57,100,90,121,196,231,324,356,356,404,542,861,3844
large amount,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,4,3,7,23,16,30,45,67,77,106,154,281,343,467,510,561,479,447,214,3844
networks gnns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,90,262,386,565,716,901,906,3843
paper address,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,12,12,15,34,41,77,93,95,98,153,187,249,347,348,351,318,408,536,456,3843
decision process,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,17,31,49,63,47,48,57,93,142,172,300,380,437,469,417,469,633,3835
approach using,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,10,11,3,14,31,39,39,60,65,92,159,204,259,336,350,359,441,673,675,3834
performance gains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,19,16,35,42,66,75,96,94,126,178,219,280,322,398,548,1292,3823
linear programming,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,22,40,31,26,44,53,70,131,114,142,145,151,191,200,265,359,298,324,347,410,435,3814
propose use,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,11,14,18,22,43,63,68,94,133,169,308,370,465,463,445,467,384,258,3809
quality assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,8,26,32,18,82,77,127,198,272,313,467,492,762,916,3809
test cases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,30,16,70,38,45,52,57,77,157,223,299,399,322,474,654,881,3809
virtual reality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,5,11,7,6,24,12,30,54,102,168,233,265,339,429,528,769,794,3804
path planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,17,23,27,51,92,139,168,223,292,391,388,526,707,737,3801
method significantly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,9,26,23,54,83,145,176,237,316,430,524,739,1003,3796
well known,0,0,0,0,0,0,0,0,0,3,5,3,4,11,15,19,31,27,40,70,98,129,137,183,164,192,186,209,275,305,339,299,293,276,238,235,3786
classification performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,32,33,55,94,140,184,286,374,404,404,461,577,704,3784
degrees freedom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,31,46,47,76,126,110,127,157,103,157,133,151,208,261,308,341,410,485,487,3784
achieves superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,14,30,27,47,95,153,206,278,394,765,1760,3781
analysis reveals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,14,14,22,33,36,53,50,61,110,142,154,153,317,777,1824,3777
least squares,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,5,22,33,53,66,113,108,117,158,154,173,323,418,372,321,362,448,508,3769
compared baseline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,23,46,68,129,177,267,294,390,506,784,1039,3753
sufficient conditions,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,16,14,36,35,72,67,113,107,134,138,172,156,179,179,239,327,309,310,351,396,389,3752
model outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,32,64,118,204,322,421,453,468,513,583,529,3744
code publicly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,51,122,192,305,433,612,897,1101,3742
cost function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,17,9,22,66,72,105,100,136,163,220,243,300,386,380,372,407,356,369,3740
boundary conditions,0,0,0,0,0,0,0,0,4,0,3,6,5,0,0,0,3,0,0,0,18,15,33,27,24,27,54,52,85,243,414,475,461,474,571,735,3729
trained using,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,3,0,0,11,8,19,35,54,127,192,302,413,425,437,525,548,611,3723
feature maps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,41,85,148,345,385,512,469,459,458,426,367,3721
magnetic resonance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,23,35,32,52,64,123,239,317,353,369,459,495,572,560,3718
tackle problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,15,27,26,47,65,83,149,230,336,392,499,522,547,476,277,3713
video generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,30,40,63,78,97,273,1094,2012,3708
things iot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,43,103,182,285,354,473,465,388,405,497,474,3706
word embeddings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,80,219,356,428,623,629,449,293,230,223,144,3705
input image,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,10,17,25,55,90,174,266,326,385,434,461,514,510,411,3701
general framework,0,0,0,0,0,0,3,0,3,0,6,0,5,9,5,15,13,11,17,28,45,57,61,85,93,126,138,151,203,254,342,369,394,398,416,446,3693
large datasets,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,12,10,16,33,28,48,84,108,122,229,262,330,312,367,473,606,637,3690
style transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,121,277,317,399,438,492,579,532,491,3690
benchmark dataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,8,26,50,77,148,203,275,321,366,534,756,906,3684
convolutional network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,60,131,198,335,406,493,504,418,358,388,353,3682
computational overhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,12,6,12,22,28,58,91,160,183,225,329,757,1780,3680
experiments two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,21,33,64,99,171,236,360,438,498,552,578,604,3680
show effectiveness,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,8,17,16,20,40,58,72,106,165,209,354,434,449,493,474,464,285,3676
long shortterm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,79,138,219,287,353,363,420,343,389,474,592,3675
new algorithm,0,0,0,0,0,0,0,3,6,4,3,3,6,9,5,16,14,31,22,34,82,103,126,129,147,165,195,222,250,319,325,332,287,294,286,257,3675
paper explore,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,8,9,6,20,27,29,54,52,68,113,140,195,249,334,348,413,505,633,455,3671
differentially private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,22,37,15,53,74,61,90,116,236,361,411,535,556,533,551,3669
state estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,24,18,39,43,98,107,126,184,248,332,383,381,489,500,679,3666
feature learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,30,57,81,127,187,221,294,362,344,404,426,519,593,3664
pretrained model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,53,122,257,409,520,810,818,643,3659
however due,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,13,16,16,34,44,58,88,159,231,330,404,441,530,691,581,3658
consists two,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,13,20,24,15,38,48,53,80,129,181,258,298,378,389,497,566,650,3650
experiments three,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,24,42,56,112,207,281,422,439,608,634,791,3639
models based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,17,17,25,31,53,44,75,110,188,254,324,411,382,528,612,544,3634
element method,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,7,0,0,4,10,13,15,34,38,22,51,105,306,469,511,435,477,526,596,3631
findings highlight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,13,23,47,53,285,880,2304,3630
architecture search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,124,447,635,660,487,421,452,379,3626
using two,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,7,15,14,25,38,46,52,58,87,120,117,190,286,337,354,351,433,532,550,3623
shortterm memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,86,139,209,270,339,362,382,342,375,481,609,3621
compare performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,10,11,13,25,43,45,66,72,82,116,155,205,260,321,339,373,478,535,446,3614
nash equilibrium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,49,50,46,57,91,83,123,163,101,168,160,177,256,322,261,341,379,372,389,3608
medical images,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,10,23,17,18,33,89,151,212,325,328,406,606,771,600,3608
compared previous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,8,20,25,20,35,57,74,118,159,224,296,372,426,529,709,508,3599
present first,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,6,16,19,26,29,50,56,58,89,104,134,176,216,304,286,297,372,429,913,3597
recent research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,12,19,23,26,55,33,35,52,96,136,186,267,293,354,575,747,668,3596
models paper,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,4,0,7,4,0,11,21,33,31,51,54,75,100,137,182,281,309,361,520,768,635,3596
differential equation,0,0,0,0,0,0,0,0,3,0,3,6,4,0,5,6,0,9,11,12,27,33,17,35,30,64,59,61,126,230,336,385,409,507,553,661,3592
main result,0,0,0,0,0,0,0,3,0,4,5,0,5,8,9,9,14,26,45,41,90,79,114,122,125,147,154,198,220,268,294,307,300,331,337,332,3587
linear systems,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,12,18,21,50,58,91,96,106,121,116,137,262,374,362,416,420,430,481,3587
achieve stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,45,97,127,192,276,352,457,459,505,523,509,3565
problem paper,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,6,13,26,32,46,38,54,77,99,106,147,163,232,283,410,378,386,388,379,283,3565
spiking neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,10,16,25,38,76,100,226,289,317,436,561,684,758,3564
paper focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,18,20,32,42,53,74,81,95,146,160,214,283,422,373,427,418,396,291,3563
three key,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,11,18,25,32,39,69,98,126,168,280,756,1912,3562
paper provide,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,6,13,13,20,32,42,57,71,85,91,110,117,165,247,261,410,359,393,400,384,271,3562
previous approaches,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,18,24,23,61,44,41,75,86,150,178,279,296,335,328,468,605,514,3540
performance improvement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,19,28,45,44,37,48,94,114,173,212,325,329,394,495,564,601,3540
detection performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,21,24,34,46,64,103,117,196,251,341,403,503,627,773,3536
valuable insights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,14,18,23,23,28,56,72,81,662,1335,1203,3531
dimensionality reduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,33,32,41,64,75,117,131,151,243,280,269,347,363,357,421,584,3531
significantly reduces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,10,19,15,20,22,42,65,111,116,201,251,224,376,799,1239,3528
paper aims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,11,33,28,44,43,47,58,68,105,154,208,307,309,395,548,691,438,3499
research community,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,10,21,19,21,36,28,50,81,110,148,218,352,393,438,503,539,510,3489
methods rely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,10,16,15,35,51,96,125,160,211,237,453,681,1378,3489
control systems,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,24,15,17,50,60,71,59,94,84,152,194,280,347,349,374,359,430,504,3483
network structure,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,6,9,11,27,62,97,113,135,127,145,215,297,351,337,340,329,270,322,275,3482
knowledge base,0,0,0,0,8,8,12,0,0,0,8,0,7,0,0,0,4,4,12,10,34,41,32,76,70,103,107,127,231,216,288,301,308,388,485,602,3482
visual features,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,21,53,86,126,164,199,262,372,314,422,625,812,3480
wireless communication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,21,37,69,51,82,72,116,133,121,153,192,222,250,365,326,385,430,429,3479
deep networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,29,102,159,300,356,513,472,392,373,290,241,234,3478
various applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,20,14,15,31,30,42,49,97,130,178,194,300,297,590,923,551,3475
future directions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,7,12,19,29,44,38,94,136,229,272,366,523,766,924,3472
performance improvements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,13,13,21,15,26,27,54,70,96,160,229,246,267,455,737,1028,3472
reasoning tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,10,6,12,10,12,36,45,50,88,120,409,874,1788,3472
model llm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,369,1143,1933,3471
community detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,20,72,81,147,143,211,241,238,269,301,283,290,272,255,293,335,3466
propose efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,31,33,51,51,62,81,101,149,205,261,303,381,369,423,464,475,3463
project page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,12,36,66,130,251,579,1027,1347,3460
become increasingly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,11,12,21,26,36,42,40,61,106,129,170,218,287,460,764,1063,3459
based deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,41,82,165,305,425,514,489,449,380,375,219,3456
power allocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,52,58,43,80,108,136,175,178,164,206,267,248,248,250,303,235,240,205,236,3451
models however,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,17,6,19,31,44,80,157,208,298,375,574,797,826,3448
using data,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,10,7,10,24,26,37,54,66,70,106,125,161,228,343,371,357,443,503,494,3445
training dataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,25,78,150,255,313,336,440,556,673,587,3445
across three,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,5,12,29,27,64,113,123,163,323,841,1731,3443
variational autoencoder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,82,197,354,397,429,426,454,474,576,3436
maximum likelihood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,23,33,28,32,56,64,96,105,109,137,131,176,223,274,334,357,333,296,287,316,3435
achieve high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,24,14,29,31,37,63,73,105,153,255,323,364,375,433,469,656,3426
paper develop,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,4,6,20,21,25,35,66,83,83,106,120,191,211,304,399,379,366,361,331,297,3423
method using,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,7,9,13,20,35,29,40,46,56,78,135,203,297,342,332,367,425,528,451,3423
nlp tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,17,34,64,103,258,375,448,448,642,577,446,3423
vision language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,15,25,61,79,120,224,461,996,1419,3422
algorithm proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,22,26,45,51,65,122,135,142,151,192,245,260,378,364,342,312,315,216,3414
outperforms previous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,13,22,24,45,92,144,212,317,384,498,562,611,473,3413
reward function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,19,10,7,10,51,106,132,266,321,332,358,452,592,742,3410
learning deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,22,57,88,175,253,304,399,408,404,416,463,400,3402
fake news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,175,299,392,494,518,446,553,419,3398
vision transformers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,303,663,778,774,873,3395
vision transformer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,364,644,728,787,864,3395
work proposes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,14,18,23,27,34,54,72,135,180,259,359,440,542,580,630,3387
experimental evaluation,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,5,10,16,16,53,49,77,68,146,152,205,277,329,317,330,352,426,542,3384
strong performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,24,26,37,81,117,183,207,280,595,1810,3384
multiagent reinforcement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,80,169,274,364,438,617,603,809,3380
improve accuracy,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,9,13,20,21,31,41,65,105,134,227,325,398,386,505,519,561,3377
proposed algorithms,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,11,12,26,23,46,80,106,133,138,188,179,233,282,360,345,319,319,300,261,3368
system performance,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,6,11,18,21,39,49,52,75,109,114,141,168,168,205,303,294,309,323,413,531,3365
data model,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,10,22,10,8,12,15,27,28,42,39,55,97,144,171,259,333,334,483,606,639,3355
findings suggest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,12,20,16,29,25,52,91,124,172,215,434,819,1328,3353
code data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,14,32,53,100,155,206,339,580,863,994,3351
due high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,33,27,35,39,69,85,144,200,250,303,365,474,585,715,3351
comparable performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,9,8,20,34,52,59,131,198,295,353,386,505,654,629,3347
model used,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,7,8,9,9,14,34,32,48,37,68,86,107,135,176,259,364,372,401,398,427,337,3337
however many,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,8,14,18,40,29,53,58,74,116,165,229,305,340,380,433,509,542,3329
compared conventional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,18,24,36,39,50,73,104,112,179,235,283,272,283,354,534,713,3327
using large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,7,13,15,18,17,28,47,78,76,95,149,113,159,517,966,1014,3326
sensor data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,13,22,50,33,29,77,143,161,194,310,288,321,426,540,702,3325
performance metrics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,14,24,30,35,50,59,72,84,132,169,279,271,299,350,671,764,3324
time step,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,22,48,30,55,34,54,77,111,162,271,320,375,349,439,482,472,3323
dynamic programming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,17,29,29,66,84,128,105,115,135,151,216,302,310,308,270,347,298,370,3321
applications however,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,11,18,17,18,46,43,94,159,237,254,279,312,481,659,676,3319
efficient algorithm,0,0,0,0,0,0,4,0,3,5,0,4,0,0,6,6,10,22,22,29,65,74,117,116,110,169,140,173,223,264,292,299,291,261,316,298,3319
knowledge transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,23,21,80,90,162,265,309,365,499,655,824,3318
graph structure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,11,25,25,19,22,44,56,78,106,214,320,322,455,496,587,525,3318
synthetic real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,32,51,45,65,108,114,190,241,291,367,337,345,381,346,380,3315
policy gradient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,19,32,116,219,309,385,403,369,409,478,548,3311
times faster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,9,9,18,30,37,41,68,99,121,182,204,277,299,348,413,554,579,3308
framework designed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,14,8,12,17,35,35,63,55,88,277,919,1766,3308
experiments across,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,29,36,54,91,202,774,2096,3305
network based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,8,10,25,24,30,49,43,61,111,162,275,390,420,415,439,334,285,212,3305
specifically first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,14,27,25,44,77,131,200,339,430,592,726,681,3301
