,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
positive semidefinite matrices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,7,19,9,16,15,19,27,28,25,20,25,33,31,15,26,24,23,381
numerical examples demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,14,8,19,18,16,27,31,30,39,35,37,42,50,381
smooth projective varieties,0,0,0,0,0,0,0,4,0,7,5,0,0,7,5,6,3,18,12,0,18,6,13,9,17,12,20,28,23,23,19,23,14,18,17,27,27,381
stochastic control problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,11,10,12,18,15,22,19,18,24,24,24,28,15,24,27,31,42,380
paper introduce study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,5,3,9,12,7,12,18,11,22,28,26,26,28,40,28,23,29,42,380
experimental results demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,6,8,5,9,9,22,24,18,27,54,73,112,380
loop quantum gravity,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,20,15,12,12,14,8,20,52,20,23,24,26,27,10,7,16,8,9,18,12,6,5,379
determinantal point processes,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,9,4,7,5,6,13,13,25,34,26,28,31,32,29,30,30,20,27,379
cyclic group order,0,0,0,0,0,0,0,0,0,0,0,5,4,8,7,6,3,10,9,7,9,8,11,12,18,13,18,25,17,24,22,17,29,26,22,22,27,379
provide new proof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,6,9,3,10,11,11,19,16,6,29,18,31,21,22,21,27,41,58,379
division multiple access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,6,7,8,13,12,26,22,17,32,29,23,32,31,23,16,33,19,14,379
inverse scattering problem,0,0,0,0,0,0,0,0,0,0,7,0,11,5,5,3,10,7,8,6,8,7,13,13,6,13,22,15,21,15,25,29,11,30,20,41,27,378
finite time blowup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,7,4,8,8,15,6,16,15,11,14,22,23,46,32,38,33,31,32,376
semidefinite programming sdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,12,16,22,38,23,24,25,30,30,28,19,28,30,37,376
linear algebraic group,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,9,12,15,12,17,23,13,16,13,19,23,22,22,19,11,15,22,26,19,13,23,376
present numerical experiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,11,11,17,19,11,29,28,31,33,34,36,41,56,375
stochastic evolution equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,14,8,13,9,20,19,19,15,21,22,22,24,21,23,21,20,23,44,375
mixed integer linear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,6,10,12,28,28,26,30,40,46,41,56,38,375
absolutely continuous spectrum,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,13,13,13,18,14,7,21,27,17,21,14,19,17,28,9,29,24,18,9,0,13,16,375
two vertices adjacent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,12,7,19,12,23,17,18,25,26,29,34,22,32,37,37,375
number connected components,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,5,7,11,6,6,11,5,9,12,16,21,21,15,22,22,25,20,16,25,26,34,24,375
homological mirror symmetry,0,0,0,0,0,0,0,0,0,0,0,11,0,6,4,7,4,6,10,11,11,11,16,13,19,3,12,16,19,17,15,25,35,23,31,27,22,374
ample line bundle,0,0,0,0,5,3,4,0,6,0,0,0,0,4,9,8,11,13,8,14,11,13,14,11,9,17,18,22,19,18,22,17,20,22,21,18,17,374
random walk random,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,28,18,19,13,23,22,21,20,12,16,14,22,17,22,18,5,7,11,14,14,373
solving partial differential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,5,11,7,8,13,30,18,44,52,84,81,373
numerical simulations show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,17,9,11,23,23,21,19,23,41,24,26,41,36,31,372
quantum affine algebra,0,0,0,0,0,7,9,4,8,11,11,9,10,13,12,4,4,19,5,13,10,16,8,10,16,12,11,19,11,5,24,20,11,15,10,24,11,372
unmanned aerial vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,50,63,58,40,37,25,33,42,372
paper prove conjecture,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,7,4,4,12,10,16,9,21,21,16,28,20,13,18,18,27,24,31,39,21,372
provide sufficient condition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,7,9,4,21,23,16,18,14,21,27,29,35,20,33,40,44,372
equations paper study,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,6,4,12,6,10,13,18,13,23,17,16,21,33,28,39,20,21,28,27,371
principally polarized abelian,0,0,0,0,0,0,0,3,3,4,3,3,6,3,6,9,14,7,9,13,12,15,20,15,18,17,20,23,16,11,15,22,13,13,20,18,20,371
wireless information power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,40,41,37,35,43,27,21,30,18,21,10,13,371
derive upper bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,7,8,7,10,12,20,19,23,13,20,24,16,22,24,25,32,25,40,371
neural networks pinns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,53,79,89,114,371
sharp lower bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,7,4,11,17,23,12,22,21,14,19,14,27,24,28,15,28,31,35,371
finite element approximations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,7,21,15,15,32,22,22,27,34,20,25,18,22,36,39,370
three space dimensions,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,4,13,15,14,20,12,18,17,20,31,26,23,25,22,26,36,19,16,369
closed riemannian manifold,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,0,7,9,0,11,5,9,12,20,26,14,13,27,25,27,29,25,26,23,43,369
omega subset mathbbrn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,14,11,29,30,29,26,33,46,29,30,65,369
system linear equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,12,15,19,28,20,19,20,23,28,24,31,23,25,21,26,11,369
sufficient necessary condition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,5,6,15,11,27,16,23,21,23,20,26,21,25,41,30,29,14,368
linear partial differential,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,9,10,11,7,16,12,12,19,21,17,20,24,19,16,28,21,26,17,22,26,368
hilbert schemes points,0,0,0,0,0,0,0,0,0,3,0,5,7,4,8,7,11,6,8,5,4,12,8,13,13,23,26,12,18,13,14,27,20,27,27,23,23,367
brownian motion hurst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,20,11,18,25,15,26,8,23,22,13,18,19,20,14,17,28,19,19,366
von neumann entropy,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,3,4,10,3,10,13,12,15,16,17,10,17,29,22,22,20,31,20,18,23,28,366
forwardbackward stochastic differential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,23,20,10,10,20,23,21,24,30,23,33,34,33,47,366
results demonstrate effectiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,13,14,12,13,15,28,30,28,59,61,75,366
spaces paper study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,10,8,11,15,22,11,16,17,20,29,27,22,19,28,33,27,29,365
commutative noetherian ring,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,13,8,6,9,9,5,12,17,15,14,15,27,28,22,16,18,22,24,35,13,21,365
tensor product two,0,0,0,0,0,3,0,0,5,0,6,5,3,5,3,5,10,5,14,12,10,14,12,18,12,11,15,13,16,10,11,23,19,25,34,25,21,365
del pezzo surface,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,10,6,8,14,11,12,15,6,14,19,18,19,16,15,21,22,13,20,20,23,22,26,363
paper considers problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,16,15,16,10,24,20,20,21,21,27,25,22,28,27,17,24,15,362
propose new method,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,9,7,6,9,12,16,19,19,15,14,16,29,25,39,33,36,19,26,362
ground state solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,11,5,10,14,25,24,21,18,15,13,49,47,51,45,362
age information aoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,53,75,41,43,46,39,37,361
completely positive maps,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,5,0,10,4,6,13,11,29,20,22,19,17,20,16,16,21,31,18,16,31,22,360
supersymmetric quantum mechanics,0,0,0,0,0,0,0,0,3,6,6,5,6,4,10,10,15,6,15,5,16,26,24,20,18,11,20,9,17,15,16,16,15,15,13,11,7,360
show existence uniqueness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,3,8,10,17,15,10,15,21,26,32,28,23,33,24,29,27,18,360
prove global wellposedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,17,7,17,7,15,15,13,15,20,31,26,25,22,19,28,31,28,359
weighted bergman spaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,4,7,7,17,11,21,19,12,18,10,25,27,35,42,21,33,35,359
two different ways,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,8,6,10,6,9,9,13,11,13,15,23,19,27,19,24,26,23,23,17,29,18,359
compact abelian groups,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,7,8,0,9,5,13,14,10,7,12,14,19,23,26,18,34,19,17,7,28,30,28,358
moduli space curves,0,0,0,0,0,0,0,0,0,0,6,6,0,8,10,11,6,21,14,22,7,23,7,19,15,8,10,19,16,10,16,22,19,15,14,18,16,358
orthogonal matching pursuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,14,34,18,34,17,31,25,24,21,22,17,18,13,17,21,13,358
stochastic control problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,5,6,6,10,12,16,19,16,24,21,28,31,26,42,32,45,357
moment generating function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,10,7,5,4,15,16,14,14,29,25,18,27,30,17,27,22,27,27,357
present paper prove,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,5,0,9,4,8,13,25,22,24,22,21,25,15,15,19,24,22,17,21,20,13,357
prove central limit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,7,15,14,13,12,18,17,27,15,22,30,19,23,17,21,21,21,27,356
numerical examples show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,11,6,19,20,18,19,19,27,24,35,38,39,25,25,15,356
dynamic programming principle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,9,17,14,14,21,27,9,28,20,32,30,29,20,33,39,354
derive necessary sufficient,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,4,5,7,15,11,14,20,26,17,16,17,25,22,23,15,26,32,43,354
finally present numerical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,6,4,12,19,19,15,22,36,18,31,21,30,51,49,354
number rational points,0,0,0,0,0,0,0,0,0,0,3,0,9,9,6,7,15,3,7,14,10,13,7,9,15,20,11,20,17,24,14,15,26,21,17,21,20,353
discrete valuation ring,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,8,3,6,8,13,11,18,11,14,10,15,14,24,20,26,17,21,16,25,23,12,18,353
complex hilbert space,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,6,5,3,6,8,8,17,15,23,12,12,16,24,25,38,28,23,23,33,14,352
let algebraically closed,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,9,4,18,12,13,10,16,18,18,17,23,21,21,15,14,17,16,14,17,17,15,14,352
play central role,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,7,3,6,8,12,10,11,13,15,17,10,12,31,33,25,12,25,25,64,352
graphs maximum degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,10,12,18,21,11,14,20,13,28,22,30,16,23,34,30,38,352
also give explicit,0,0,0,0,0,0,0,0,0,0,4,0,6,6,4,6,6,7,10,11,14,9,11,15,20,15,17,14,21,15,15,22,25,22,24,14,19,352
finite field elements,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,6,8,10,11,14,12,14,6,16,13,16,17,25,19,22,26,20,18,16,26,23,351
paper introduces novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,8,0,5,0,4,0,7,12,18,14,52,114,106,351
locally compact hausdorff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,6,14,12,11,13,15,21,16,17,20,27,16,28,22,26,14,23,27,351
time goes infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,14,10,9,18,18,24,22,14,15,23,24,23,19,27,17,31,21,351
graded lie algebra,0,0,0,5,0,0,0,0,0,0,0,0,0,11,9,4,10,12,8,9,6,8,4,10,8,8,9,14,29,22,25,20,29,29,24,13,25,351
random matrix ensembles,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,9,11,21,18,11,14,14,17,12,10,14,26,15,18,12,17,25,12,13,11,17,20,350
compact quantum group,0,0,0,0,0,0,0,0,0,5,5,7,6,7,0,6,0,11,9,19,11,20,15,20,19,13,22,23,20,17,8,15,11,18,18,10,15,350
graph whose vertices,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,8,7,10,9,12,15,16,16,20,18,42,32,29,36,25,44,350
gaussian process regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,5,7,10,29,42,61,34,43,52,33,349
complex projective plane,0,0,0,0,0,0,4,0,0,4,0,0,6,5,11,9,11,10,7,6,19,15,13,16,14,10,14,22,14,14,13,18,7,18,27,21,21,349
numerical experiments validate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,6,15,15,24,28,29,79,132,349
chemical reaction networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,25,21,13,8,19,13,27,27,26,24,13,31,26,30,33,349
sensing communication isac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,67,102,118,349
give elementary proof,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,5,7,7,9,13,14,18,14,15,15,22,10,20,19,16,32,17,17,21,15,10,17,348
graph minimum degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,9,15,10,13,16,19,12,15,25,26,23,23,28,41,59,348
dirichlet neumann boundary,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,6,4,5,8,10,11,12,16,11,14,14,22,20,24,16,21,29,35,30,23,348
imperfect channel state,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,7,4,7,18,15,13,21,30,21,24,27,35,37,27,28,21,348
moduli spaces stable,0,0,0,0,0,3,0,5,7,3,8,10,0,7,12,6,3,13,19,9,15,11,7,9,11,11,13,14,20,11,13,23,17,25,21,15,7,348
least squares estimator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,7,12,16,17,21,35,21,29,34,30,25,17,23,18,20,347
mean curvature surfaces,0,0,0,0,0,0,0,4,4,0,4,3,6,5,5,9,10,14,5,24,18,24,20,15,14,7,10,9,18,18,9,11,8,13,13,20,25,345
also obtain new,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,3,5,9,5,8,12,11,16,21,14,17,22,17,28,22,21,25,22,23,26,345
branching brownian motion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,22,13,19,20,15,21,9,20,19,11,29,26,22,35,35,18,345
sample covariance matrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,7,6,16,18,21,11,20,25,17,22,20,15,30,31,21,28,17,344
finally numerical experiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,7,20,15,14,30,25,35,35,47,42,54,344
large initial data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,17,25,10,18,25,22,12,20,23,30,25,18,17,22,48,344
longstanding open problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,6,7,8,16,16,14,15,17,16,16,34,37,26,31,30,42,344
might independent interest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,10,13,3,10,17,20,18,17,18,35,27,31,38,42,29,343
reduce computational complexity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,11,10,22,15,20,25,26,22,24,27,30,26,36,37,343
generalized linear models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,5,6,16,9,12,13,14,15,27,41,29,23,35,31,35,343
geometric invariant theory,0,0,0,0,0,0,0,3,3,4,6,6,5,7,6,9,9,10,15,14,8,7,5,17,11,12,18,13,19,18,9,14,18,18,19,15,25,343
effectiveness proposed approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,12,17,10,18,28,28,42,45,44,75,343
complete graph vertices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,8,11,13,11,30,11,23,30,18,16,22,22,18,18,14,30,24,342
lower order terms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,15,4,11,7,13,7,10,15,21,26,23,28,27,27,16,18,26,29,342
answer question posed,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,3,4,7,3,8,14,15,13,8,22,15,15,14,22,15,24,13,25,24,16,45,342
semilinear wave equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,10,14,16,15,10,13,13,40,31,35,32,21,17,25,24,342
prove existence solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,4,5,13,13,21,15,23,20,25,26,19,19,25,23,24,27,25,342
partially ordered set,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,12,14,3,7,5,11,6,7,16,8,13,19,17,17,26,28,18,13,17,16,27,28,342
let positive integer,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,6,4,5,6,11,9,7,10,13,18,9,17,22,28,16,21,22,25,34,24,21,341
logarithmic sobolev inequality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,16,6,16,9,4,11,10,15,20,23,14,19,25,27,9,18,21,30,25,341
error correcting codes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,3,6,6,7,16,7,20,10,9,23,19,30,23,28,21,20,21,28,23,340
give explicit construction,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,6,8,15,5,17,8,8,16,22,17,17,14,21,16,19,16,21,17,24,8,11,17,340
first passage time,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,4,5,8,6,5,11,15,13,12,12,18,22,12,18,31,14,21,15,31,26,28,340
numerical results validate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,10,13,13,22,20,18,30,36,38,56,62,339
first passage percolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,7,19,11,7,10,6,14,24,27,25,25,26,24,24,8,24,24,16,339
reductive algebraic group,0,0,0,0,0,0,0,3,0,4,0,0,0,7,7,14,11,11,10,12,11,21,16,10,15,18,16,11,15,18,14,12,10,22,14,20,17,339
reflecting surface irs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,92,74,62,43,21,11,339
finally apply results,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,5,10,3,10,14,18,14,18,16,18,23,24,38,20,16,22,34,24,339
finite difference schemes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,5,20,9,15,22,13,25,16,21,27,16,24,23,32,32,16,339
implicit function theorem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,6,5,7,5,11,15,13,11,24,15,19,23,25,31,30,26,34,20,339
obtain lower bound,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,10,3,11,7,15,13,23,9,18,18,24,14,15,25,21,26,22,25,27,338
paper introduces new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,5,6,4,9,12,11,18,12,9,23,24,27,19,21,27,44,47,338
along way also,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,6,7,6,12,18,8,8,14,17,30,21,28,34,26,40,50,338
let smooth projective,0,0,0,0,0,0,3,3,5,5,0,5,5,8,10,6,8,13,8,7,6,11,13,13,16,9,14,15,10,16,15,15,15,15,17,16,35,337
cognitive radio networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,18,20,27,33,42,33,39,32,16,20,7,8,7,0,0,5,337
positive answer question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,8,9,6,7,10,14,13,26,18,22,14,24,26,12,18,19,18,28,27,337
connected reductive group,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,6,6,9,0,7,10,6,12,11,18,14,10,16,20,27,25,26,25,22,30,20,336
standard young tableaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,3,16,10,19,6,12,7,18,17,17,18,28,9,22,15,16,29,19,36,335
distributed storage systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,21,40,28,25,36,41,23,16,10,9,14,14,11,17,335
paper proposes new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,9,6,0,14,7,15,17,19,20,27,23,23,27,25,33,28,29,335
reduced order model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,25,26,51,42,43,38,36,34,22,335
also prove existence,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,6,0,9,9,9,9,6,19,13,13,19,25,18,22,22,18,23,29,28,24,334
numerical experiments provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,13,19,22,28,22,34,42,40,39,46,334
class field theory,0,0,0,0,0,0,0,0,0,0,0,16,4,6,0,9,11,6,11,11,10,10,17,15,18,16,21,11,15,16,14,9,12,21,19,17,19,334
saddle point problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,9,14,21,23,34,23,37,45,35,37,33,334
high signaltonoise ratio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,16,18,17,13,17,16,13,30,17,24,22,18,28,33,24,13,333
invariant probability measure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,9,7,7,11,9,11,23,11,12,17,14,25,9,19,23,31,17,13,25,24,333
random walks random,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,11,9,18,21,13,17,25,17,17,16,17,15,17,27,13,8,12,9,9,11,13,333
leavitt path algebra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,3,9,19,30,10,23,18,18,19,29,22,25,22,20,13,33,332
almost complex structures,0,0,0,0,0,0,0,11,0,0,0,8,0,0,8,8,12,4,9,11,16,7,20,11,9,14,11,16,18,11,23,17,20,23,13,18,14,332
aerial vehicles uavs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,24,41,36,37,32,29,35,41,41,332
global existence solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,4,16,8,13,3,10,21,13,27,23,18,24,26,22,26,31,31,331
damped wave equation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,3,5,21,8,12,21,18,21,12,31,37,22,26,29,14,31,331
give positive answer,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,10,6,4,6,6,12,18,14,20,19,24,18,21,25,12,20,17,23,23,16,330
also give examples,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,3,8,13,8,9,14,8,16,18,18,20,16,21,16,25,14,15,19,18,17,18,329
bethe ansatz equations,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,16,7,6,7,10,6,7,6,14,14,19,28,17,20,19,13,6,29,7,30,15,13,329
heat kernel estimates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,15,14,11,9,13,11,20,19,18,21,18,28,20,20,21,21,33,329
quality service qos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6,5,11,28,22,41,31,30,18,22,21,20,26,20,10,329
finally numerical results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,12,12,21,17,30,26,32,25,46,35,37,23,329
locally symmetric spaces,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,9,5,15,14,6,16,21,23,12,16,17,10,16,20,9,23,13,20,20,17,8,329
false discovery rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,12,10,12,5,0,12,12,15,12,19,23,20,22,24,22,28,17,38,329
electrical impedance tomography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,15,7,16,20,17,26,31,22,27,24,23,16,23,26,26,328
efficiency proposed method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,8,10,9,16,21,26,29,43,33,44,40,36,328
propose new approach,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,6,5,8,3,12,12,21,19,16,22,24,28,22,23,28,21,25,20,328
linear differential equation,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,4,7,5,12,11,14,10,17,9,22,15,11,18,11,27,20,11,9,16,24,17,27,327
bayesian inverse problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,7,6,16,16,24,27,21,33,32,36,46,52,327
